,score,time,session,dataset,pipeline,paradigm
142,0.12702366439570595,4.56839715,session_0,Cho2017,FgMDM,LeftRightImagery
143,0.11705488283959385,4.417776592307691,session_0,Cho2017,LogVar + SVM,LeftRightImagery
144,0.14534099831355332,3.4957703001923073,session_0,Cho2017,DLCSPauto + shLDA,LeftRightImagery
145,0.13707838689911778,6.214885325000001,session_0,Cho2017,TS + LR,LeftRightImagery
146,0.13688916082396305,6.796549341730769,session_0,Cho2017,MDM,LeftRightImagery
147,0.13843937297164105,3.861187138461539,session_0,Cho2017,TRCSP + LDA,LeftRightImagery
148,0.10081269448819186,2.7242354466346153,session_0,Cho2017,LogVar + LDA,LeftRightImagery
149,0.15627830052279268,2.7608346807692308,session_0,Cho2017,FBCSP + SVM,FilterBankMotorImagery
150,0.145382541713911,6461.794853846153,session_0,Cho2017,ACM + TS + SVM,LeftRightImagery
151,0.14946331904224827,46.97971284615385,session_0,Cho2017,ShallowConvNet,LeftRightImagery
152,0.1808402078280822,117.19713259999999,session_0,GrosseWentrup2009,"EEGNet-8,2",LeftRightImagery
153,0.16270980623621792,183.10730400000003,session_0,GrosseWentrup2009,EEGTCNet,LeftRightImagery
154,0.14705032079548486,106.55474389999999,session_0,GrosseWentrup2009,EEGITNet,LeftRightImagery
155,0.07521818100328312,422.45747300000005,session_0,GrosseWentrup2009,EEGNeX,LeftRightImagery
156,0.13003561723774096,277.23525749999993,session_0,GrosseWentrup2009,ShallowConvNet,LeftRightImagery
157,0.15393530521634705,110.56912460000001,session_0,GrosseWentrup2009,DeepConvNet,LeftRightImagery
158,0.131963586935897,34.60417205,session_0,GrosseWentrup2009,TS + LR,LeftRightImagery
159,0.12001009846111746,243.142401,session_0,GrosseWentrup2009,TS + EL,LeftRightImagery
160,0.11688828416214742,4.040722504,session_0,GrosseWentrup2009,LogVar + LDA,LeftRightImagery
161,0.13578925169268732,265.222582,session_0,GrosseWentrup2009,TS + SVM,LeftRightImagery
162,0.20826479602969172,8.404077422,session_0,GrosseWentrup2009,DLCSPauto + shLDA,LeftRightImagery
163,0.0803552883199844,14.947136800000001,session_0,GrosseWentrup2009,MDM,LeftRightImagery
164,0.12401499308021909,6.762669579999999,session_0,GrosseWentrup2009,LogVar + SVM,LeftRightImagery
165,0.16663286679064745,14.640627636000001,session_0,GrosseWentrup2009,TRCSP + LDA,LeftRightImagery
166,0.1320028593392918,85.13785279999999,session_0,GrosseWentrup2009,FgMDM,LeftRightImagery
167,0.2094934130056978,4.92442061,session_0,GrosseWentrup2009,CSP + LDA,LeftRightImagery
